ip,port,timeout,print_time,total,success,fail,packet_lose_ratio,delay_min,delay_max,delay_avg,delay_stdev
2022-04-06 13:26:31,5177,dial tcp 43.227.197.138:443: i/o timeout
2022-04-06 13:27:07,5213,dial tcp 43.227.197.138:443: i/o timeout

Success:
time,seq,delay
2022-04-06 12:00:14,1,1307.12ms
2022-04-06 12:00:15,2,277.45ms
2022-04-06 12:00:16,3,1289.00ms
2022-04-06 12:00:17,4,286.09ms
2022-04-06 12:00:18,5,263.48ms
2022-04-06 12:00:19,6,288.97ms
2022-04-06 12:00:20,7,1297.12ms
2022-04-06 12:00:21,8,275.26ms
2022-04-06 12:00:22,9,289.03ms
2022-04-06 12:00:23,10,294.98ms
2022-04-06 12:00:24,11,285.73ms
2022-04-06 12:00:25,12,299.41ms
2022-04-06 12:00:27,14,1321.80ms
2022-04-06 12:00:28,15,1306.85ms
2022-04-06 12:00:29,16,1299.79ms
2022-04-06 12:00:30,17,272.03ms
2022-04-06 12:00:31,18,287.44ms
2022-04-06 12:00:32,19,280.43ms
2022-04-06 12:00:33,20,280.99ms
2022-04-06 12:00:34,21,279.53ms
2022-04-06 12:00:35,22,1309.91ms
2022-04-06 12:00:36,23,284.74ms
2022-04-06 12:00:37,24,1277.81ms
2022-04-06 12:00:38,25,278.63ms
2022-04-06 12:00:40,27,288.77ms
2022-04-06 12:00:41,28,1597.21ms
2022-04-06 12:00:42,29,274.68ms
2022-04-06 12:00:43,30,298.08ms
2022-04-06 12:00:44,31,1285.70ms
2022-04-06 12:00:46,33,285.20ms
2022-04-06 12:00:47,34,1315.40ms
2022-04-06 12:00:48,35,295.57ms
2022-04-06 12:00:49,36,285.98ms
2022-04-06 12:00:50,37,278.58ms
2022-04-06 12:00:51,38,1316.48ms
2022-04-06 12:00:52,39,1309.06ms
2022-04-06 12:00:53,40,298.63ms
2022-04-06 12:00:54,41,287.35ms
2022-04-06 12:00:55,42,1289.46ms
2022-04-06 12:00:56,43,287.63ms
2022-04-06 12:00:57,44,292.03ms
2022-04-06 12:00:58,45,283.71ms
2022-04-06 12:00:59,46,284.07ms
2022-04-06 12:01:00,47,286.05ms
2022-04-06 12:01:01,48,1282.44ms
2022-04-06 12:01:02,49,285.99ms
2022-04-06 12:01:03,50,1289.85ms
2022-04-06 12:01:05,52,278.58ms
2022-04-06 12:01:06,53,277.82ms
2022-04-06 12:01:07,54,281.39ms
2022-04-06 12:01:08,55,285.15ms
2022-04-06 12:01:09,56,284.65ms
2022-04-06 12:01:10,57,276.94ms
2022-04-06 12:01:11,58,1282.73ms
2022-04-06 12:01:12,59,276.35ms
2022-04-06 12:01:13,60,295.35ms
2022-04-06 12:01:14,61,1310.95ms
2022-04-06 12:01:15,62,280.88ms
2022-04-06 12:01:16,63,292.35ms
2022-04-06 12:01:17,64,1299.42ms
2022-04-06 12:01:18,65,1290.43ms
2022-04-06 12:01:19,66,283.02ms
2022-04-06 12:01:20,67,287.35ms
2022-04-06 12:01:21,68,291.62ms
2022-04-06 12:01:22,69,291.51ms
2022-04-06 12:01:23,70,1318.31ms
2022-04-06 12:01:24,71,1702.78ms
2022-04-06 12:01:25,72,323.59ms
2022-04-06 12:01:26,73,319.07ms
2022-04-06 12:01:27,74,310.62ms
2022-04-06 12:01:28,75,1309.01ms
2022-04-06 12:01:29,76,315.86ms
2022-04-06 12:01:30,77,309.35ms
2022-04-06 12:01:31,78,306.36ms
2022-04-06 12:01:32,79,311.14ms
2022-04-06 12:01:33,80,1309.40ms
2022-04-06 12:01:34,81,318.50ms
2022-04-06 12:01:35,82,303.96ms
2022-04-06 12:01:37,84,319.34ms
2022-04-06 12:01:38,85,311.54ms
2022-04-06 12:01:39,86,313.23ms
2022-04-06 12:01:40,87,325.69ms
2022-04-06 12:01:42,89,294.88ms
2022-04-06 12:01:43,90,1330.98ms
2022-04-06 12:01:44,91,1342.75ms
2022-04-06 12:01:45,92,302.18ms
2022-04-06 12:01:46,93,1333.10ms
2022-04-06 12:01:47,94,1331.50ms
2022-04-06 12:01:48,95,302.17ms
2022-04-06 12:01:49,96,304.08ms
2022-04-06 12:01:50,97,309.53ms
2022-04-06 12:01:51,98,311.68ms
2022-04-06 12:01:52,99,1498.79ms
2022-04-06 12:01:53,100,1715.57ms
2022-04-06 12:01:54,101,1310.76ms
2022-04-06 12:01:55,102,1301.58ms
2022-04-06 12:01:56,103,1293.88ms
2022-04-06 12:01:57,104,293.86ms
2022-04-06 12:01:58,105,1319.01ms
2022-04-06 12:01:59,106,1349.94ms
2022-04-06 12:02:00,107,1303.98ms
2022-04-06 12:02:01,108,284.54ms
2022-04-06 12:02:02,109,294.34ms
2022-04-06 12:02:03,110,306.09ms
2022-04-06 12:02:04,111,294.81ms
2022-04-06 12:02:05,112,305.64ms
2022-04-06 12:02:06,113,1295.84ms
2022-04-06 12:02:07,114,304.37ms
2022-04-06 12:02:08,115,298.67ms
2022-04-06 12:02:09,116,303.17ms
2022-04-06 12:02:10,117,288.16ms
2022-04-06 12:02:12,119,1317.30ms
2022-04-06 12:02:13,120,275.33ms
2022-04-06 12:02:14,121,275.57ms
2022-04-06 12:02:15,122,274.01ms
2022-04-06 12:02:16,123,1316.93ms
2022-04-06 12:02:17,124,300.44ms
2022-04-06 12:02:18,125,1304.80ms
2022-04-06 12:02:19,126,1310.82ms
2022-04-06 12:02:20,127,283.78ms
2022-04-06 12:02:21,128,288.19ms
2022-04-06 12:02:22,129,283.05ms
2022-04-06 12:02:23,130,299.31ms
2022-04-06 12:02:24,131,288.90ms
2022-04-06 12:02:25,132,280.19ms
2022-04-06 12:02:26,133,1498.58ms
2022-04-06 12:02:27,134,285.41ms
2022-04-06 12:02:28,135,288.08ms
2022-04-06 12:02:29,136,290.39ms
2022-04-06 12:02:30,137,300.26ms
2022-04-06 12:02:31,138,285.84ms
2022-04-06 12:02:32,139,295.38ms
2022-04-06 12:02:33,140,1285.98ms
2022-04-06 12:02:34,141,1398.69ms
2022-04-06 12:02:35,142,275.74ms
2022-04-06 12:02:36,143,281.68ms
2022-04-06 12:02:38,145,285.56ms
2022-04-06 12:02:39,146,278.74ms
2022-04-06 12:02:40,147,1297.61ms
2022-04-06 12:02:41,148,300.70ms
2022-04-06 12:02:42,149,287.77ms
2022-04-06 12:02:43,150,1479.26ms
2022-04-06 12:02:44,151,282.67ms
2022-04-06 12:02:45,152,279.85ms
2022-04-06 12:02:46,153,1490.84ms
2022-04-06 12:02:47,154,283.84ms
2022-04-06 12:02:48,155,1285.30ms
2022-04-06 12:02:49,156,1284.88ms
2022-04-06 12:02:50,157,1308.31ms
2022-04-06 12:02:51,158,1314.01ms
2022-04-06 12:02:52,159,1321.78ms
2022-04-06 12:02:54,161,272.90ms
2022-04-06 12:02:55,162,299.10ms
2022-04-06 12:02:56,163,300.30ms
2022-04-06 12:02:57,164,305.72ms
2022-04-06 12:02:58,165,278.35ms
2022-04-06 12:02:59,166,291.39ms
2022-04-06 12:03:00,167,282.24ms
2022-04-06 12:03:01,168,290.01ms
2022-04-06 12:03:02,169,280.67ms
2022-04-06 12:03:03,170,278.73ms
2022-04-06 12:03:04,171,296.20ms
2022-04-06 12:03:05,172,1483.95ms
2022-04-06 12:03:06,173,284.44ms
2022-04-06 12:03:07,174,299.79ms
2022-04-06 12:03:08,175,286.16ms
2022-04-06 12:03:09,176,292.76ms
2022-04-06 12:03:10,177,288.11ms
2022-04-06 12:03:11,178,287.63ms
2022-04-06 12:03:12,179,1492.96ms
2022-04-06 12:03:13,180,1271.32ms
2022-04-06 12:03:14,181,272.70ms
2022-04-06 12:03:15,182,286.42ms
2022-04-06 12:03:16,183,1280.65ms
2022-04-06 12:03:17,184,282.45ms
2022-04-06 12:03:18,185,1299.08ms
2022-04-06 12:03:19,186,289.40ms
2022-04-06 12:03:20,187,279.85ms
2022-04-06 12:03:21,188,1280.24ms
2022-04-06 12:03:22,189,278.45ms
2022-04-06 12:03:23,190,282.68ms
2022-04-06 12:03:24,191,308.90ms
2022-04-06 12:03:25,192,291.45ms
2022-04-06 12:03:26,193,283.98ms
2022-04-06 12:03:27,194,277.98ms
2022-04-06 12:03:28,195,283.51ms
2022-04-06 12:03:29,196,273.23ms
2022-04-06 12:03:30,197,294.34ms
2022-04-06 12:03:31,198,286.64ms
2022-04-06 12:03:32,199,287.54ms
2022-04-06 12:03:33,200,276.34ms
2022-04-06 12:03:34,201,1289.60ms
2022-04-06 12:03:36,203,280.07ms
2022-04-06 12:03:37,204,277.81ms
2022-04-06 12:03:38,205,282.05ms
2022-04-06 12:03:39,206,1287.59ms
2022-04-06 12:03:41,208,1284.44ms
2022-04-06 12:03:42,209,1308.18ms
2022-04-06 12:03:43,210,279.11ms
2022-04-06 12:03:44,211,291.40ms
2022-04-06 12:03:45,212,1478.91ms
2022-04-06 12:03:46,213,1284.51ms
2022-04-06 12:03:47,214,1310.35ms
2022-04-06 12:03:48,215,269.07ms
2022-04-06 12:03:49,216,281.08ms
2022-04-06 12:03:50,217,272.55ms
2022-04-06 12:03:51,218,275.09ms
2022-04-06 12:03:52,219,297.20ms
2022-04-06 12:03:53,220,1281.04ms
2022-04-06 12:03:54,221,1278.18ms
2022-04-06 12:03:55,222,285.63ms
2022-04-06 12:03:56,223,273.64ms
2022-04-06 12:03:57,224,297.74ms
2022-04-06 12:03:58,225,1291.60ms
2022-04-06 12:03:59,226,1258.09ms
2022-04-06 12:04:00,227,279.98ms
2022-04-06 12:04:01,228,293.05ms
2022-04-06 12:04:02,229,286.45ms
2022-04-06 12:04:03,230,286.49ms
2022-04-06 12:04:04,231,1305.60ms
2022-04-06 12:04:05,232,281.32ms
2022-04-06 12:04:06,233,1274.64ms
2022-04-06 12:04:07,234,280.54ms
2022-04-06 12:04:08,235,288.17ms
2022-04-06 12:04:09,236,298.23ms
2022-04-06 12:04:10,237,281.93ms
2022-04-06 12:04:11,238,286.16ms
2022-04-06 12:04:12,239,285.48ms
2022-04-06 12:04:13,240,1296.05ms
2022-04-06 12:04:14,241,287.86ms
2022-04-06 12:04:15,242,297.02ms
2022-04-06 12:04:16,243,1285.84ms
2022-04-06 12:04:17,244,264.44ms
2022-04-06 12:04:18,245,271.14ms
2022-04-06 12:04:20,247,1305.30ms
2022-04-06 12:04:21,248,279.22ms
2022-04-06 12:04:22,249,287.04ms
2022-04-06 12:04:23,250,1289.73ms
2022-04-06 12:04:24,251,290.16ms
2022-04-06 12:04:25,252,279.07ms
2022-04-06 12:04:26,253,286.12ms
2022-04-06 12:04:27,254,289.80ms
2022-04-06 12:04:28,255,283.26ms
2022-04-06 12:04:29,256,290.62ms
2022-04-06 12:04:30,257,274.44ms
2022-04-06 12:04:31,258,280.67ms
2022-04-06 12:04:32,259,1680.54ms
2022-04-06 12:04:33,260,282.74ms
2022-04-06 12:04:34,261,1308.19ms
2022-04-06 12:04:35,262,1305.08ms
2022-04-06 12:04:36,263,283.31ms
2022-04-06 12:04:37,264,283.22ms
2022-04-06 12:04:38,265,286.87ms
2022-04-06 12:04:39,266,280.50ms
2022-04-06 12:04:40,267,279.49ms
2022-04-06 12:04:41,268,276.66ms
2022-04-06 12:04:42,269,285.37ms
2022-04-06 12:04:43,270,1291.11ms
2022-04-06 12:04:44,271,280.78ms
2022-04-06 12:04:45,272,272.58ms
2022-04-06 12:04:46,273,279.93ms
2022-04-06 12:04:47,274,277.38ms
2022-04-06 12:04:48,275,1497.40ms
2022-04-06 12:04:49,276,1312.85ms
2022-04-06 12:04:50,277,1297.19ms
2022-04-06 12:04:51,278,1297.59ms
2022-04-06 12:04:52,279,273.89ms
2022-04-06 12:04:53,280,282.00ms
2022-04-06 12:04:54,281,280.25ms
2022-04-06 12:04:55,282,279.94ms
2022-04-06 12:04:56,283,275.27ms
2022-04-06 12:04:57,284,295.63ms
2022-04-06 12:04:58,285,276.98ms
2022-04-06 12:04:59,286,286.53ms
2022-04-06 12:05:00,287,274.99ms
2022-04-06 12:05:01,288,272.83ms
2022-04-06 12:05:02,289,1295.87ms
2022-04-06 12:05:03,290,1282.77ms
2022-04-06 12:05:04,291,1270.70ms
2022-04-06 12:05:05,292,283.22ms
2022-04-06 12:05:06,293,285.86ms
2022-04-06 12:05:07,294,1288.17ms
2022-04-06 12:05:08,295,1289.77ms
2022-04-06 12:05:09,296,1311.37ms
2022-04-06 12:05:10,297,283.14ms
2022-04-06 12:05:11,298,1307.07ms
2022-04-06 12:05:12,299,294.39ms
2022-04-06 12:05:13,300,277.89ms
2022-04-06 12:05:14,301,1287.93ms
2022-04-06 12:05:15,302,1305.69ms
2022-04-06 12:05:16,303,290.80ms
2022-04-06 12:05:17,304,298.43ms
2022-04-06 12:05:18,305,277.38ms
2022-04-06 12:05:19,306,277.81ms
2022-04-06 12:05:20,307,267.75ms
2022-04-06 12:05:21,308,287.44ms
2022-04-06 12:05:22,309,291.65ms
2022-04-06 12:05:23,310,1282.76ms
2022-04-06 12:05:26,313,309.10ms
2022-04-06 12:05:27,314,274.05ms
2022-04-06 12:05:28,315,305.96ms
2022-04-06 12:05:29,316,277.54ms
2022-04-06 12:05:30,317,287.43ms
2022-04-06 12:05:31,318,290.17ms
2022-04-06 12:05:32,319,278.99ms
2022-04-06 12:05:33,320,1286.61ms
2022-04-06 12:05:34,321,1290.66ms
2022-04-06 12:05:35,322,287.98ms
2022-04-06 12:05:36,323,280.55ms
2022-04-06 12:05:37,324,295.47ms
2022-04-06 12:05:38,325,286.31ms
2022-04-06 12:05:39,326,1304.88ms
2022-04-06 12:05:41,328,278.30ms
2022-04-06 12:05:42,329,287.54ms
2022-04-06 12:05:43,330,280.89ms
2022-04-06 12:05:44,331,298.61ms
2022-04-06 12:05:45,332,1286.12ms
2022-04-06 12:05:46,333,285.05ms
2022-04-06 12:05:47,334,276.59ms
2022-04-06 12:05:48,335,271.68ms
2022-04-06 12:05:49,336,277.65ms
2022-04-06 12:05:50,337,293.41ms
2022-04-06 12:05:51,338,1314.60ms
2022-04-06 12:05:52,339,274.76ms
2022-04-06 12:05:53,340,278.17ms
2022-04-06 12:05:54,341,283.15ms
2022-04-06 12:05:55,342,276.35ms
2022-04-06 12:05:56,343,264.04ms
2022-04-06 12:05:57,344,279.27ms
2022-04-06 12:05:59,346,277.15ms
2022-04-06 12:06:00,347,273.61ms
2022-04-06 12:06:01,348,1525.91ms
2022-04-06 12:06:03,350,274.45ms
2022-04-06 12:06:04,351,1823.40ms
2022-04-06 12:06:05,352,1302.55ms
2022-04-06 12:06:06,353,1297.85ms
2022-04-06 12:06:07,354,284.25ms
2022-04-06 12:06:08,355,292.16ms
2022-04-06 12:06:09,356,264.79ms
2022-04-06 12:06:10,357,1290.57ms
2022-04-06 12:06:11,358,281.06ms
2022-04-06 12:06:12,359,1294.97ms
2022-04-06 12:06:13,360,281.05ms
2022-04-06 12:06:14,361,280.75ms
2022-04-06 12:06:15,362,270.20ms
2022-04-06 12:06:16,363,279.54ms
2022-04-06 12:06:17,364,278.80ms
2022-04-06 12:06:18,365,289.13ms
2022-04-06 12:06:19,366,290.68ms
2022-04-06 12:06:20,367,287.68ms
2022-04-06 12:06:21,368,300.42ms
2022-04-06 12:06:22,369,300.42ms
2022-04-06 12:06:23,370,1297.83ms
2022-04-06 12:06:24,371,1275.87ms
2022-04-06 12:06:25,372,278.28ms
2022-04-06 12:06:26,373,274.40ms
2022-04-06 12:06:27,374,1493.20ms
2022-04-06 12:06:28,375,270.21ms
2022-04-06 12:06:29,376,1684.19ms
2022-04-06 12:06:30,377,278.74ms
2022-04-06 12:06:31,378,281.12ms
2022-04-06 12:06:32,379,275.92ms
2022-04-06 12:06:33,380,1289.25ms
2022-04-06 12:06:34,381,279.85ms
2022-04-06 12:06:35,382,283.26ms
2022-04-06 12:06:36,383,277.14ms
2022-04-06 12:06:37,384,285.42ms
2022-04-06 12:06:38,385,280.12ms
2022-04-06 12:06:39,386,268.23ms
2022-04-06 12:06:40,387,300.94ms
2022-04-06 12:06:41,388,283.60ms
2022-04-06 12:06:42,389,276.50ms
2022-04-06 12:06:43,390,1312.94ms
2022-04-06 12:06:44,391,277.07ms
2022-04-06 12:06:45,392,278.65ms
2022-04-06 12:06:46,393,280.94ms
2022-04-06 12:06:47,394,1295.03ms
2022-04-06 12:06:48,395,275.03ms
2022-04-06 12:06:49,396,1314.09ms
2022-04-06 12:06:50,397,281.13ms
2022-04-06 12:06:51,398,1268.98ms
2022-04-06 12:06:52,399,1311.58ms
2022-04-06 12:06:53,400,278.68ms
2022-04-06 12:06:55,402,281.80ms
2022-04-06 12:06:56,403,283.89ms
2022-04-06 12:06:57,404,288.55ms
2022-04-06 12:06:58,405,288.51ms
2022-04-06 12:06:59,406,289.10ms
2022-04-06 12:07:00,407,284.43ms
2022-04-06 12:07:01,408,1303.22ms
2022-04-06 12:07:02,409,282.82ms
2022-04-06 12:07:03,410,271.06ms
2022-04-06 12:07:04,411,1294.73ms
2022-04-06 12:07:05,412,288.38ms
2022-04-06 12:07:06,413,280.86ms
2022-04-06 12:07:07,414,282.54ms
2022-04-06 12:07:08,415,1291.46ms
2022-04-06 12:07:09,416,1302.55ms
2022-04-06 12:07:10,417,271.60ms
2022-04-06 12:07:11,418,271.99ms
2022-04-06 12:07:12,419,277.68ms
2022-04-06 12:07:13,420,293.85ms
2022-04-06 12:07:14,421,275.14ms
2022-04-06 12:07:15,422,1297.01ms
2022-04-06 12:07:16,423,287.29ms
2022-04-06 12:07:17,424,1278.40ms
2022-04-06 12:07:18,425,273.72ms
2022-04-06 12:07:19,426,281.06ms
2022-04-06 12:07:20,427,287.25ms
2022-04-06 12:07:21,428,290.38ms
2022-04-06 12:07:22,429,1293.90ms
2022-04-06 12:07:23,430,287.40ms
2022-04-06 12:07:24,431,299.36ms
2022-04-06 12:07:25,432,281.78ms
2022-04-06 12:07:26,433,1308.64ms
2022-04-06 12:07:27,434,279.70ms
2022-04-06 12:07:28,435,278.92ms
2022-04-06 12:07:29,436,1314.90ms
2022-04-06 12:07:30,437,285.50ms
2022-04-06 12:07:31,438,1299.54ms
2022-04-06 12:07:32,439,280.53ms
2022-04-06 12:07:33,440,1676.84ms
2022-04-06 12:07:34,441,1280.36ms
2022-04-06 12:07:35,442,1279.16ms
2022-04-06 12:07:36,443,275.14ms
2022-04-06 12:07:37,444,1274.39ms
2022-04-06 12:07:38,445,286.31ms
2022-04-06 12:07:39,446,287.29ms
2022-04-06 12:07:40,447,270.64ms
2022-04-06 12:07:41,448,1293.39ms
2022-04-06 12:07:42,449,293.50ms
2022-04-06 12:07:43,450,282.47ms
2022-04-06 12:07:44,451,287.54ms
2022-04-06 12:07:45,452,281.80ms
2022-04-06 12:07:46,453,1292.59ms
2022-04-06 12:07:47,454,1276.84ms
2022-04-06 12:07:48,455,1403.38ms
2022-04-06 12:07:49,456,292.87ms
2022-04-06 12:07:50,457,283.87ms
2022-04-06 12:07:51,458,286.61ms
2022-04-06 12:07:52,459,277.55ms
2022-04-06 12:07:53,460,291.07ms
2022-04-06 12:07:54,461,276.70ms
2022-04-06 12:07:55,462,266.40ms
2022-04-06 12:07:57,464,278.18ms
2022-04-06 12:07:58,465,1275.74ms
2022-04-06 12:07:59,466,272.14ms
2022-04-06 12:08:00,467,277.86ms
2022-04-06 12:08:01,468,1298.73ms
2022-04-06 12:08:02,469,1299.74ms
2022-04-06 12:08:03,470,278.65ms
2022-04-06 12:08:04,471,278.08ms
2022-04-06 12:08:05,472,1287.62ms
2022-04-06 12:08:06,473,285.72ms
2022-04-06 12:08:07,474,288.25ms
2022-04-06 12:08:08,475,1290.74ms
2022-04-06 12:08:09,476,1478.29ms
2022-04-06 12:08:10,477,1794.57ms
2022-04-06 12:08:11,478,278.68ms
2022-04-06 12:08:12,479,1285.72ms
2022-04-06 12:08:13,480,282.41ms
2022-04-06 12:08:14,481,279.60ms
2022-04-06 12:08:15,482,1302.57ms
2022-04-06 12:08:16,483,274.97ms
2022-04-06 12:08:17,484,273.40ms
2022-04-06 12:08:18,485,273.81ms
2022-04-06 12:08:19,486,294.70ms
2022-04-06 12:08:20,487,280.66ms
2022-04-06 12:08:21,488,268.14ms
2022-04-06 12:08:22,489,261.46ms
2022-04-06 12:08:23,490,289.19ms
2022-04-06 12:08:24,491,1296.92ms
2022-04-06 12:08:25,492,303.53ms
2022-04-06 12:08:26,493,301.48ms
2022-04-06 12:08:27,494,1286.12ms
2022-04-06 12:08:28,495,279.86ms
2022-04-06 12:08:29,496,275.42ms
2022-04-06 12:08:30,497,273.33ms
2022-04-06 12:08:31,498,289.68ms
2022-04-06 12:08:32,499,272.41ms
2022-04-06 12:08:33,500,276.39ms
2022-04-06 12:08:34,501,1313.43ms
2022-04-06 12:08:35,502,275.64ms
2022-04-06 12:08:36,503,285.62ms
2022-04-06 12:08:37,504,283.20ms
2022-04-06 12:08:38,505,274.83ms
2022-04-06 12:08:39,506,272.67ms
2022-04-06 12:08:40,507,1470.55ms
2022-04-06 12:08:41,508,1291.03ms
2022-04-06 12:08:42,509,277.69ms
2022-04-06 12:08:43,510,277.10ms
2022-04-06 12:08:44,511,279.08ms
2022-04-06 12:08:45,512,276.26ms
2022-04-06 12:08:46,513,271.98ms
2022-04-06 12:08:47,514,283.58ms
2022-04-06 12:08:48,515,269.88ms
2022-04-06 12:08:49,516,279.97ms
2022-04-06 12:08:50,517,1315.17ms
2022-04-06 12:08:51,518,1277.62ms
2022-04-06 12:08:52,519,282.61ms
2022-04-06 12:08:53,520,271.73ms
2022-04-06 12:08:54,521,279.78ms
2022-04-06 12:08:55,522,272.97ms
2022-04-06 12:08:56,523,280.69ms
2022-04-06 12:08:57,524,1305.63ms
2022-04-06 12:08:58,525,283.23ms
2022-04-06 12:09:00,527,275.63ms
2022-04-06 12:09:01,528,269.77ms
2022-04-06 12:09:02,529,273.35ms
2022-04-06 12:09:03,530,297.77ms
2022-04-06 12:09:04,531,1290.50ms
2022-04-06 12:09:05,532,269.56ms
2022-04-06 12:09:06,533,276.29ms
2022-04-06 12:09:07,534,287.80ms
2022-04-06 12:09:08,535,298.94ms
2022-04-06 12:09:09,536,1311.48ms
2022-04-06 12:09:10,537,270.73ms
2022-04-06 12:09:11,538,270.67ms
2022-04-06 12:09:12,539,302.40ms
2022-04-06 12:09:13,540,275.13ms
2022-04-06 12:09:14,541,281.77ms
2022-04-06 12:09:15,542,280.75ms
2022-04-06 12:09:16,543,284.07ms
2022-04-06 12:09:17,544,278.50ms
2022-04-06 12:09:18,545,284.92ms
2022-04-06 12:09:19,546,1280.98ms
2022-04-06 12:09:20,547,286.83ms
2022-04-06 12:09:21,548,1274.61ms
2022-04-06 12:09:22,549,265.28ms
2022-04-06 12:09:23,550,279.69ms
2022-04-06 12:09:24,551,274.68ms
2022-04-06 12:09:26,553,286.80ms
2022-04-06 12:09:28,555,1395.67ms
2022-04-06 12:09:29,556,291.23ms
2022-04-06 12:09:30,557,1290.67ms
2022-04-06 12:09:31,558,275.49ms
2022-04-06 12:09:33,560,1304.61ms
2022-04-06 12:09:34,561,278.89ms
2022-04-06 12:09:35,562,277.33ms
2022-04-06 12:09:36,563,1303.62ms
2022-04-06 12:09:37,564,289.10ms
2022-04-06 12:09:38,565,290.49ms
2022-04-06 12:09:39,566,287.16ms
2022-04-06 12:09:40,567,281.38ms
2022-04-06 12:09:41,568,278.52ms
2022-04-06 12:09:42,569,277.67ms
2022-04-06 12:09:43,570,285.40ms
2022-04-06 12:09:44,571,284.78ms
2022-04-06 12:09:45,572,1287.14ms
2022-04-06 12:09:46,573,279.42ms
2022-04-06 12:09:47,574,285.96ms
2022-04-06 12:09:48,575,278.39ms
2022-04-06 12:09:49,576,289.30ms
2022-04-06 12:09:50,577,1302.71ms
2022-04-06 12:09:51,578,296.05ms
2022-04-06 12:09:52,579,289.23ms
2022-04-06 12:09:53,580,274.06ms
2022-04-06 12:09:54,581,286.52ms
2022-04-06 12:09:55,582,286.10ms
2022-04-06 12:09:56,583,276.20ms
